StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q2_5_TEXT,Q6,Q16,Q14,Q14_6_TEXT,Q3,Q4,Q5,Q12,Q12_5_TEXT
2020-05-19 14:56:36,2020-05-19 14:57:17,IP Address,100,40,True,2020-05-19 14:57:17,R_1pAlLPWMbFVXfkO,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Humanities,
2020-05-19 14:56:03,2020-05-19 14:57:18,IP Address,100,74,True,2020-05-19 14:57:18,R_1F8RayEyfH1WZF3,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Arts,
2020-05-19 14:56:47,2020-05-19 14:57:37,IP Address,100,50,True,2020-05-19 14:57:37,R_6njgyXKiv8TJt0R,email,EN,Yes,,,"Sophomore,Junior",No,,,No,,Yes,STEM,
2020-05-19 14:56:28,2020-05-19 14:57:42,IP Address,100,74,True,2020-05-19 14:57:42,R_yEg1QWo2wtclqDv,email,EN,No,"Fulfilling Course Requirements,Others",Ones interesting to me didn't fit my course schedule,,,,,No,,Yes,STEM,
2020-05-19 14:57:14,2020-05-19 14:57:48,IP Address,100,33,True,2020-05-19 14:57:48,R_1eQ6miNAiGAQ0G6,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Travel through Europe",,No,,No,STEM,
2020-05-19 14:57:26,2020-05-19 14:57:57,IP Address,100,30,True,2020-05-19 14:57:57,R_3qmrortpkOxtn3E,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,STEM,
2020-05-19 14:56:43,2020-05-19 14:58:03,IP Address,100,79,True,2020-05-19 14:58:03,R_2rpdUi52qfvgrDA,email,EN,Yes,,,Senior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,Social Sciences,
2020-05-19 14:58:05,2020-05-19 14:58:44,IP Address,100,39,True,2020-05-19 14:58:44,R_2zHzSU18wNEt2mJ,email,EN,Yes,,,"Sophomore,Junior",Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 14:45:28,2020-05-19 15:00:17,IP Address,100,888,True,2020-05-19 15:00:17,R_1jV2rNeXooAiUpd,email,EN,No,Fulfilling Course Requirements,,,,,,Yes,Fall,No,STEM,
2020-05-19 14:58:57,2020-05-19 15:00:24,IP Address,100,87,True,2020-05-19 15:00:24,R_RLdjlaJ4usFjOE1,email,EN,No,Others,I didn't find options that fit what I wanted to learn about,,,,,No,,No,STEM,
2020-05-19 14:59:55,2020-05-19 15:00:32,IP Address,100,37,True,2020-05-19 15:00:32,R_z0YcsDYjeV4wHzH,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 14:46:06,2020-05-19 15:00:33,Spam,100,866,True,2020-05-19 15:00:33,R_3OxTMRpKm3nOe53,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 14:58:16,2020-05-19 15:00:38,IP Address,100,141,True,2020-05-19 15:00:38,R_1NwfgEsaKcFhaSg,email,EN,Yes,,,Sophomore,Yes,"Subject related to major,Interest in a language",,No,,Yes,Humanities,
2020-05-19 14:59:23,2020-05-19 15:00:55,IP Address,100,91,True,2020-05-19 15:00:55,R_8cu6yiOBzhuHXR7,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Interest in a language",,No,,Yes,STEM,
2020-05-19 15:00:26,2020-05-19 15:01:00,IP Address,100,33,True,2020-05-19 15:01:00,R_3iDSdRwNF12VN8Q,email,EN,Yes,,,Junior,No,,,Yes,Fall,Yes,STEM,
2020-05-19 15:00:30,2020-05-19 15:01:12,IP Address,100,41,True,2020-05-19 15:01:13,R_3fIc4LECkjsdOwL,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:00:58,2020-05-19 15:01:31,IP Address,100,33,True,2020-05-19 15:01:31,R_2aQDMcVwxRIP3V4,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 15:00:28,2020-05-19 15:01:35,IP Address,100,66,True,2020-05-19 15:01:36,R_1mDEG6bkCHTUJTQ,email,EN,No,Others,Coronavirus,,,,,No,,Yes,Social Sciences,
2020-05-19 15:01:14,2020-05-19 15:01:41,IP Address,100,27,True,2020-05-19 15:01:42,R_PvxY7QEGSCTMbLP,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others",Mental Health reasons,,,,,No,,Yes,Humanities,
2020-05-19 15:01:45,2020-05-19 15:02:12,IP Address,100,26,True,2020-05-19 15:02:13,R_3pa8YOGkYRXG8Vh,email,EN,Yes,,,Junior,Yes,"Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 15:02:08,2020-05-19 15:02:45,IP Address,100,36,True,2020-05-19 15:02:46,R_33a7O8MrJQhgkxd,email,EN,Yes,,,Sophomore,Yes,Interest in a language,,No,,Yes,Social Sciences,
2020-05-19 15:01:55,2020-05-19 15:02:49,IP Address,100,53,True,2020-05-19 15:02:49,R_274pH8BjxySjjlK,email,EN,Yes,,,,Yes,Subject related to major,,Yes,Fall,Yes,Social Sciences,
2020-05-19 15:02:41,2020-05-19 15:03:32,IP Address,100,51,True,2020-05-19 15:03:32,R_1hQKvKKWYMvn4gA,email,EN,No,Others,Did not find one that fit my major properly,,,,,Yes,Spring,Yes,Social Sciences,
2020-05-19 15:03:17,2020-05-19 15:03:41,IP Address,100,23,True,2020-05-19 15:03:41,R_3Jft0DIZdd4uquf,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:03:08,2020-05-19 15:03:54,IP Address,100,45,True,2020-05-19 15:03:54,R_10qhsE4rcV72PWU,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:03:24,2020-05-19 15:03:59,Spam,100,34,True,2020-05-19 15:03:59,R_3dLzsoLfBIy4lmO,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,STEM,
2020-05-19 15:03:33,2020-05-19 15:04:03,IP Address,100,29,True,2020-05-19 15:04:03,R_1hBkG9ImNpJudsu,email,EN,No,Uncomfortable Being Alone in a Foreign Setting,,,,,,No,,Yes,Social Sciences,
2020-05-19 15:03:22,2020-05-19 15:04:06,IP Address,100,44,True,2020-05-19 15:04:07,R_cH2MOXVpkXrae2Z,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,Yes,Winter,No,Humanities,
2020-05-19 15:03:44,2020-05-19 15:04:25,IP Address,100,40,True,2020-05-19 15:04:25,R_1msGP7VA1qF9nNJ,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,Other,STEM and Arts
2020-05-19 15:04:00,2020-05-19 15:04:27,IP Address,100,27,True,2020-05-19 15:04:27,R_6eZSYStE1EG8P8l,email,EN,Yes,,,Junior,No,,,No,,Yes,Humanities,
2020-05-19 15:03:54,2020-05-19 15:04:40,IP Address,100,45,True,2020-05-19 15:04:40,R_11hEYjIOhwOggKw,email,EN,Yes,,,Sophomore,Yes,Subject related to major,,No,,No,STEM,
2020-05-19 15:03:43,2020-05-19 15:04:42,IP Address,100,58,True,2020-05-19 15:04:42,R_RW9laWvFpPzcsV3,email,EN,Yes,,,Junior,No,"Explore and study culture,Subject related to major",,No,,No,Humanities,
2020-05-19 15:04:24,2020-05-19 15:04:59,IP Address,100,35,True,2020-05-19 15:04:59,R_2tyy5cT4epYmY0B,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others",Course interests not represented,,,,,No,,No,STEM,
2020-05-19 15:03:47,2020-05-19 15:05:03,IP Address,100,75,True,2020-05-19 15:05:03,R_2v38tgsOHPzf3Qc,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major",,No,,Yes,Other,"Undecided, interested in majors from multiple fields"
2020-05-19 14:58:44,2020-05-19 15:05:08,IP Address,100,384,True,2020-05-19 15:05:08,R_2Xn6vpbPD9MAznS,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Other","My program travelled to four cities, one of which was in Europe, so I wouldn't call it an European program per se.",No,,No,Social Sciences,
2020-05-19 15:03:37,2020-05-19 15:05:10,IP Address,100,93,True,2020-05-19 15:05:10,R_3KN2TSj8D58tyoP,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe",,Yes,Winter,Yes,Social Sciences,
2020-05-19 15:05:36,2020-05-19 15:06:38,IP Address,100,62,True,2020-05-19 15:06:38,R_reXf1yTqShv8CjL,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:06:16,2020-05-19 15:06:52,IP Address,100,35,True,2020-05-19 15:06:52,R_1N5oWS8AoGLKkMb,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Arts,
2020-05-19 14:53:09,2020-05-19 15:07:11,IP Address,100,842,True,2020-05-19 15:07:12,R_vxkVzhSDAqPFvEt,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major",,No,,Yes,STEM,
2020-05-19 15:06:53,2020-05-19 15:07:22,IP Address,100,29,True,2020-05-19 15:07:23,R_vNYbt7y6Y7GEJWN,email,EN,Yes,,,Junior,Yes,"Subject related to major,Other",Visit somewhere I had lived before,No,,No,Social Sciences,
2020-05-19 15:07:07,2020-05-19 15:07:29,IP Address,100,22,True,2020-05-19 15:07:29,R_26bVcmaF1VcwUpD,email,EN,Yes,,,"Sophomore,Junior",No,,,No,,Yes,STEM,
2020-05-19 15:06:26,2020-05-19 15:07:39,IP Address,100,73,True,2020-05-19 15:07:40,R_3ixML570XrnwneD,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,No,Other,Both Social Sciences and Arts
2020-05-19 15:07:57,2020-05-19 15:08:26,IP Address,100,29,True,2020-05-19 15:08:26,R_2wbKsD7NT1V04TN,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:07:48,2020-05-19 15:08:30,IP Address,100,42,True,2020-05-19 15:08:30,R_spdlHt9Es9NoBMd,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Humanities,
2020-05-19 15:06:34,2020-05-19 15:08:35,IP Address,100,121,True,2020-05-19 15:08:35,R_oZbWw08nwqf7dy9,email,EN,Yes,,,,Yes,Subject related to major,,Yes,Spring,Yes,Social Sciences,
2020-05-19 15:08:22,2020-05-19 15:08:51,IP Address,100,28,True,2020-05-19 15:08:51,R_3lEbXAzxPDhhwub,email,EN,No,"Financial Reasons,Fulfilling Course Requirements",,,,,,No,,Yes,Humanities,
2020-05-19 15:09:07,2020-05-19 15:09:37,IP Address,100,30,True,2020-05-19 15:09:37,R_3HoCD6yDdcPMhYc,email,EN,No,Others,Denied Acceptance,,,,,No,,Yes,Social Sciences,
2020-05-19 15:08:55,2020-05-19 15:09:52,IP Address,100,56,True,2020-05-19 15:09:52,R_1gTsNdcighBwwz9,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:10:01,2020-05-19 15:10:48,IP Address,100,47,True,2020-05-19 15:10:49,R_1Oqp2fc4hujAm9t,email,EN,Yes,,,Junior,No,,,No,,Yes,Arts,
2020-05-19 15:10:28,2020-05-19 15:10:53,IP Address,100,25,True,2020-05-19 15:10:54,R_2rqnOuGs37MqEIJ,email,EN,Yes,,,Senior,Yes,Subject related to major,,Yes,Spring,Yes,Social Sciences,
2020-05-19 15:10:26,2020-05-19 15:10:57,Spam,100,31,True,2020-05-19 15:10:57,R_2cc1P4JzzyiFLay,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:06:21,2020-05-19 15:11:02,IP Address,100,280,True,2020-05-19 15:11:02,R_2A0hmHD6fJlwHp1,email,EN,Yes,,,Senior,No,,,No,,Yes,Humanities,
2020-05-19 15:10:39,2020-05-19 15:11:10,IP Address,100,30,True,2020-05-19 15:11:10,R_r28DimW9EBaihGh,email,EN,Yes,,,Sophomore,Yes,Subject related to major,,No,,Yes,STEM,
2020-05-19 15:10:36,2020-05-19 15:11:38,IP Address,100,62,True,2020-05-19 15:11:38,R_3Poj5KMnaskWWrr,email,EN,No,,,,,,,,,,,
2020-05-19 15:11:32,2020-05-19 15:12:00,IP Address,100,28,True,2020-05-19 15:12:00,R_3Jnsyu6bSBE3okq,email,EN,Yes,,,"Sophomore,Junior",Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,STEM,
2020-05-19 15:11:42,2020-05-19 15:12:11,IP Address,100,28,True,2020-05-19 15:12:11,R_2rGvIlI4TnXgBd6,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Conflict with varsity athletics",,,,,,,Winter,No,Humanities,
2020-05-19 15:12:23,2020-05-19 15:13:11,IP Address,100,47,True,2020-05-19 15:13:11,R_1ClwenTkshaZbPB,email,EN,Yes,,,,,,,No,,Yes,Social Sciences,
2020-05-19 15:12:53,2020-05-19 15:13:19,IP Address,100,25,True,2020-05-19 15:13:19,R_rdNa7krEdwkgjFT,email,EN,Yes,,,Junior,No,,,No,,Yes,Humanities,
2020-05-19 15:13:37,2020-05-19 15:14:08,IP Address,100,30,True,2020-05-19 15:14:08,R_2wz97cskZuNJNPT,email,EN,No,Fulfilling Course Requirements,,,,,,No,,No,STEM,
2020-05-19 15:14:02,2020-05-19 15:14:39,IP Address,100,37,True,2020-05-19 15:14:40,R_1LUvWXLsAhemli8,email,EN,Yes,,,"First Year,Sophomore,Junior",Yes,Subject related to major,,No,,Yes,STEM,
2020-05-19 15:13:10,2020-05-19 15:14:55,IP Address,100,104,True,2020-05-19 15:14:55,R_1MKOSTZOiBhkS5j,email,EN,Yes,,,Junior,Yes,"Subject related to major,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:14:43,2020-05-19 15:15:10,IP Address,100,26,True,2020-05-19 15:15:10,R_1itj7aRFzPYfryx,email,EN,Yes,,,Junior,No,,,No,,No,Social Sciences,
2020-05-19 15:15:17,2020-05-19 15:15:56,IP Address,100,38,True,2020-05-19 15:15:56,R_R4E0BdFzQqEiSPf,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 15:14:29,2020-05-19 15:16:20,IP Address,100,110,True,2020-05-19 15:16:20,R_835qBC2C0tznVjr,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Subject related to major,Interest in a language",,No,,Yes,Other,"Double major, one in STEM and one in humanities"
2020-05-19 15:16:42,2020-05-19 15:17:12,IP Address,100,29,True,2020-05-19 15:17:12,R_2xXaIBJsGUW9inK,email,EN,Yes,,,"Sophomore,Junior",No,,,Yes,Fall,Yes,Arts,
2020-05-19 15:16:54,2020-05-19 15:17:12,IP Address,100,18,True,2020-05-19 15:17:12,R_1154ZHHXVZ8MKpj,email,EN,No,Others,,,No,,,No,,No,STEM,
2020-05-19 15:16:36,2020-05-19 15:18:26,IP Address,100,109,True,2020-05-19 15:18:26,R_3Jz5JOhUE6jxa1Y,email,EN,No,Fulfilling Course Requirements,,,,,,,,Yes,Humanities,
2020-05-19 15:18:20,2020-05-19 15:18:48,IP Address,100,27,True,2020-05-19 15:18:48,R_272QT3Lcp6CmfPP,email,EN,Yes,,,,Yes,"Explore and study culture,Subject related to major",,No,,Yes,Humanities,
2020-05-19 15:18:18,2020-05-19 15:19:08,IP Address,100,49,True,2020-05-19 15:19:08,R_3PhpdDb41CzFCQv,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:19:44,2020-05-19 15:20:28,IP Address,100,44,True,2020-05-19 15:20:29,R_3kFxU7h2F0o4IIq,email,EN,Yes,,,Senior,Yes,"Explore and study culture,Subject related to major",,Yes,Fall,No,STEM,
2020-05-19 15:19:53,2020-05-19 15:20:34,IP Address,100,40,True,2020-05-19 15:20:34,R_3fHmlpjNbjVUeXO,email,EN,Yes,,,,Yes,Interest in a language,,Yes,Fall,Yes,STEM,
2020-05-19 15:20:49,2020-05-19 15:21:21,IP Address,100,32,True,2020-05-19 15:21:21,R_abBIMTlqiJb6Gid,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,Yes,Winter,Yes,STEM,
2020-05-19 15:21:44,2020-05-19 15:22:26,IP Address,100,41,True,2020-05-19 15:22:26,R_3nBZN8u1Wl1PBx3,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Interest in a language",,No,,Yes,STEM,
2020-05-19 15:22:30,2020-05-19 15:23:14,IP Address,100,44,True,2020-05-19 15:23:14,R_1IYnSfnrY4mwe7P,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,Yes,Spring,Yes,Arts,
2020-05-19 15:23:10,2020-05-19 15:23:31,IP Address,100,20,True,2020-05-19 15:23:31,R_2c8jgpvPOce5x6j,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,Social Sciences,
2020-05-19 15:23:02,2020-05-19 15:23:40,IP Address,100,37,True,2020-05-19 15:23:40,R_2CDJkD1Ry8AbYLG,email,EN,Yes,,,,Yes,"Explore and study culture,Financial reasons,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 15:23:23,2020-05-19 15:23:49,IP Address,100,25,True,2020-05-19 15:23:49,R_1kFwybMWkAxW00F,email,EN,Yes,,,Sophomore,No,,,No,,Yes,STEM,
2020-05-19 15:23:15,2020-05-19 15:23:51,IP Address,100,36,True,2020-05-19 15:23:51,R_1pAP8aDI6TuOabu,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,STEM,
2020-05-19 15:23:33,2020-05-19 15:24:10,IP Address,100,37,True,2020-05-19 15:24:11,R_2AGXAIvZ0BWkGJw,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:23:35,2020-05-19 15:24:18,IP Address,100,42,True,2020-05-19 15:24:18,R_ueq1M4z0mrfnCDf,email,EN,Yes,,,Junior,No,,,No,,Yes,Humanities,
2020-05-19 15:23:56,2020-05-19 15:24:31,IP Address,100,34,True,2020-05-19 15:24:31,R_12chwVXPR1LcvTZ,email,EN,Yes,,,Junior,No,,,No,,Yes,Social Sciences,
2020-05-19 15:23:09,2020-05-19 15:24:35,IP Address,100,85,True,2020-05-19 15:24:35,R_3e3wfC1Dr1Qb4bu,email,EN,No,Others,I am a First Year and wanted to stay on campus for the first year of college,,,,,No,,Yes,STEM,
2020-05-19 15:24:30,2020-05-19 15:24:48,IP Address,100,17,True,2020-05-19 15:24:48,R_3D7NNWUMeu1OcNv,email,EN,No,Fulfilling Course Requirements,,,,,,No,,No,STEM,
2020-05-19 15:18:44,2020-05-19 15:24:50,IP Address,100,366,True,2020-05-19 15:24:50,R_3hxyEIW5MNGFomW,email,EN,Yes,,,Sophomore,No,Other,Did not go to Europe,No,,No,STEM,
2020-05-19 15:23:58,2020-05-19 15:25:03,IP Address,100,65,True,2020-05-19 15:25:04,R_1NaJnAowm97Lyfs,email,EN,Yes,,,Sophomore,No,,,Yes,Fall,Yes,Social Sciences,
2020-05-19 15:23:26,2020-05-19 15:25:40,IP Address,100,133,True,2020-05-19 15:25:40,R_6kUboGrj7aBVg2J,email,EN,Yes,,,,Yes,"Subject related to major,Travel through Europe",,No,,No,Arts,
2020-05-19 15:00:56,2020-05-19 15:25:42,IP Address,100,1486,True,2020-05-19 15:25:43,R_1rfDA6UZHSBer4B,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others","Timing of OCS programs conflicts, hard to find OCS programs that interest me",,,,,No,,Yes,Social Sciences,
2020-05-19 15:26:09,2020-05-19 15:26:29,IP Address,100,19,True,2020-05-19 15:26:29,R_39t30HcdpX3vItz,email,EN,No,Fulfilling Course Requirements,,,,,,No,,No,STEM,
2020-05-19 15:26:55,2020-05-19 15:27:23,IP Address,100,27,True,2020-05-19 15:27:23,R_ZpG4dLNPnoLtFDj,email,EN,Yes,,,,No,,,No,,Yes,Social Sciences,
2020-05-19 15:27:41,2020-05-19 15:28:12,IP Address,100,30,True,2020-05-19 15:28:12,R_XzZJCq6wjH9JMpr,email,EN,Yes,,,Junior,No,,,Yes,Fall,Yes,STEM,
2020-05-19 15:28:23,2020-05-19 15:29:17,IP Address,100,54,True,2020-05-19 15:29:17,R_2YQZka2nW1IvTJA,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:25:39,2020-05-19 15:29:23,IP Address,100,224,True,2020-05-19 15:29:24,R_dmtADwBJboPB9x7,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe",,Yes,Spring,Yes,STEM,
2020-05-19 15:28:44,2020-05-19 15:29:29,IP Address,100,45,True,2020-05-19 15:29:30,R_1EfWgIgnG14lyv3,email,EN,Yes,,,Senior,Yes,"Subject related to major,Other",Subject related to professional aspirations,No,,Yes,Humanities,
2020-05-19 15:29:40,2020-05-19 15:30:07,IP Address,100,27,True,2020-05-19 15:30:07,R_3MmJ9NQVQWWumeI,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,Social Sciences,
2020-05-19 15:29:11,2020-05-19 15:30:46,IP Address,100,95,True,2020-05-19 15:30:47,R_22mPMd1ubZNCnWS,email,EN,No,"Fulfilling Course Requirements,Others","Very few science programs, out of the Carleton programs, there isn’t a subject that I love enough to devote an entire term to",,,,,No,,Yes,STEM,
2020-05-19 15:18:29,2020-05-19 15:31:33,IP Address,100,783,True,2020-05-19 15:31:33,R_3fGHyFpfh2yowoQ,email,EN,Yes,,,Junior,No,,,Yes,Fall,Yes,STEM,
2020-05-19 15:31:19,2020-05-19 15:31:59,IP Address,100,40,True,2020-05-19 15:31:59,R_1C8vpek65igIYy4,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,No,,Yes,Humanities,
2020-05-19 15:31:22,2020-05-19 15:32:01,IP Address,100,38,True,2020-05-19 15:32:01,R_xtMjyrCx5QZCIsp,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:31:26,2020-05-19 15:32:02,IP Address,100,35,True,2020-05-19 15:32:02,R_2vdj5vwHPJuTN7u,email,EN,Yes,,,,,,,,,,,
2020-05-19 15:07:32,2020-05-19 15:32:05,IP Address,100,1473,True,2020-05-19 15:32:06,R_1rIApfH3IDi4gwv,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,No,Other,Both STEM and Social Sciences(double major)
2020-05-19 15:31:26,2020-05-19 15:33:21,IP Address,100,115,True,2020-05-19 15:33:21,R_27JVikvTQD7MpZT,email,EN,No,"Fulfilling Course Requirements,Uncomfortable Being Alone in a Foreign Setting,Others",I'm a transfer student and my time on campus at Carleton is already very limited.,,,,,Yes,Fall,No,Other,
2020-05-19 15:34:09,2020-05-19 15:34:31,IP Address,100,22,True,2020-05-19 15:34:31,R_1LLl2UQIN0G3kAg,email,EN,No,Others,Program cancelled,,,,,No,,Yes,STEM,
2020-05-19 15:34:15,2020-05-19 15:34:55,IP Address,100,39,True,2020-05-19 15:34:55,R_zS85dMvhHXVF0KB,email,EN,Yes,,,Sophomore,No,"Explore and study culture,Interest in a language",,No,,Yes,STEM,
2020-05-19 15:34:18,2020-05-19 15:34:58,IP Address,100,40,True,2020-05-19 15:34:59,R_2bIBPhBx35sj7wj,email,EN,Yes,,,Sophomore,No,,,Yes,Fall,Yes,STEM,
2020-05-19 15:34:29,2020-05-19 15:35:14,IP Address,100,44,True,2020-05-19 15:35:14,R_3KIyExfQ5gGuCJU,email,EN,Yes,,,Junior,Yes,"Subject related to major,Travel through Europe",,No,,Yes,Humanities,
2020-05-19 15:32:59,2020-05-19 15:36:31,IP Address,100,212,True,2020-05-19 15:36:32,R_3QYuxAy3igi5OQ4,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Financial reasons,Interest in a language",,Yes,Winter,Yes,STEM,
2020-05-19 15:36:27,2020-05-19 15:36:50,IP Address,100,22,True,2020-05-19 15:36:50,R_1DwdBh8zp2jiJdN,email,EN,No,Fulfilling Course Requirements,,,,,,Yes,Spring,Yes,Social Sciences,
2020-05-19 15:37:03,2020-05-19 15:37:40,IP Address,100,36,True,2020-05-19 15:37:40,R_1gtNW9CN2HUi7nu,email,EN,No,Fulfilling Course Requirements,,,,,,No,,Yes,Social Sciences,
2020-05-19 15:35:04,2020-05-19 15:37:46,IP Address,100,162,True,2020-05-19 15:37:46,R_32LpasCiQ9ktlqx,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Interest in a language",,Yes,Fall,Yes,Humanities,
2020-05-19 15:37:46,2020-05-19 15:38:31,IP Address,100,44,True,2020-05-19 15:38:31,R_2V1Qa33sXaB48XW,email,EN,Yes,,,"Junior,Senior",Yes,Subject related to major,,No,,Yes,Social Sciences,
2020-05-19 15:37:56,2020-05-19 15:38:56,IP Address,100,59,True,2020-05-19 15:38:56,R_O1JUo9rXMj5pYEF,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Interest in a language",,Yes,Spring,Yes,Other,Undecided
2020-05-19 15:39:13,2020-05-19 15:39:46,IP Address,100,33,True,2020-05-19 15:39:46,R_1cSPdwQOsEpVVaz,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Subject related to major,Travel through Europe",,No,,Yes,STEM,
2020-05-19 15:40:44,2020-05-19 15:41:14,IP Address,100,29,True,2020-05-19 15:41:14,R_2S2WXpjjO4m2QTw,email,EN,Yes,,,Junior,Yes,Explore and study culture,,No,,Yes,Arts,
2020-05-19 15:40:16,2020-05-19 15:41:14,IP Address,100,57,True,2020-05-19 15:41:14,R_3ncHVI3MgRwYMIy,email,EN,Yes,,,,Yes,"Explore and study culture,Travel through Europe",,,,Yes,Humanities,
2020-05-19 15:40:28,2020-05-19 15:41:39,IP Address,100,71,True,2020-05-19 15:41:39,R_3qpREotFSXwZAiY,email,EN,No,"Uncomfortable Being Alone in a Foreign Setting,Others",I'm kind of already abroad,,,,,No,,No,STEM,
2020-05-19 15:41:17,2020-05-19 15:41:39,IP Address,100,22,True,2020-05-19 15:41:40,R_RxFbXtugdisTaWR,email,EN,Yes,,,Junior,No,,,No,,Yes,STEM,
2020-05-19 15:40:29,2020-05-19 15:42:27,IP Address,100,118,True,2020-05-19 15:42:27,R_2CIXFtiNilBouqR,email,EN,Yes,,,,,,,No,,Yes,Other,Language
2020-05-19 15:42:02,2020-05-19 15:42:45,IP Address,100,43,True,2020-05-19 15:42:45,R_1ovhBnUWey92odm,email,EN,Yes,,,Junior,Yes,"Explore and study culture,Travel through Europe,Interest in a language",,No,,Yes,Social Sciences,
2020-05-19 15:42:33,2020-05-19 15:43:14,IP Address,100,40,True,2020-05-19 15:43:14,R_2y8Hkuv7AujSVVV,email,EN,No,Fulfilling Course Requirements,,,,,,Yes,Fall,Yes,STEM,
2020-05-19 15:42:31,2020-05-19 15:43:26,IP Address,100,55,True,2020-05-19 15:43:26,R_10orznp5zm4URjE,email,EN,Yes,,,Sophomore,Yes,"Explore and study culture,Subject related to major,Travel through Europe,Interest in a language",,Yes,Fall,Yes,Social Sciences,
2020-05-19 15:43:47,2020-05-19 15:44:08,IP Address,100,21,True,2020-05-19 15:44:08,R_1kUBGiHBrmTaiKm,email,EN,Yes,,,Sophomore,No,,,No,,Yes,Humanities,
